STATION,DATE,TAVG,TMAX,TMIN,PRCP,AWND,YEAR,MONTH,CITY
USW00012839_MIA,2022-09-01,16.22222222222222,20.055555555555554,10.333333333333334,88.138,1.6,2022,9,MIA
USW00012839_MIA,2022-10-01,12.833333333333334,16.22222222222222,9.333333333333332,62.992,3.7,2022,10,MIA
USW00012839_MIA,2022-11-01,16.666666666666668,22.666666666666668,9.666666666666666,88.89999999999999,4.5,2022,11,MIA
USW00012839_MIA,2022-12-01,22.277777777777775,25.27777777777778,16.72222222222222,121.15799999999999,11.3,2022,12,MIA
USW00012839_MIA,2023-01-01,25.444444444444443,31.5,17.22222222222222,104.13999999999999,1.8,2023,1,MIA
USW00012839_MIA,2023-02-01,31.5,38.666666666666664,25.888888888888886,129.03199999999998,7.0,2023,2,MIA
USW00012839_MIA,2023-03-01,37.388888888888886,44.22222222222222,30.666666666666668,178.308,8.4,2023,3,MIA
USW00012839_MIA,2023-04-01,37.0,42.833333333333336,33.05555555555556,182.118,3.2,2023,4,MIA
USW00012839_MIA,2023-05-01,36.44444444444444,43.27777777777778,28.72222222222222,152.908,7.8,2023,5,MIA
USW00012839_MIA,2023-06-01,27.333333333333332,32.05555555555556,19.944444444444446,139.192,9.8,2023,6,MIA
USW00012839_MIA,2023-07-01,22.61111111111111,28.555555555555557,15.722222222222221,75.946,7.4,2023,7,MIA
USW00012839_MIA,2023-08-01,18.72222222222222,24.388888888888893,15.055555555555555,75.692,10.2,2023,8,MIA
USW00012839_MIA,2023-09-01,15.5,21.166666666666664,12.5,59.69,8.0,2023,9,MIA
USW00012839_MIA,2023-10-01,9.055555555555554,16.61111111111111,3.4999999999999982,76.96199999999999,3.7,2023,10,MIA
USW00012839_MIA,2023-11-01,17.944444444444443,22.61111111111111,10.722222222222221,100.838,12.7,2023,11,MIA
USW00012839_MIA,2023-12-01,16.666666666666668,20.72222222222222,10.0,92.202,3.5,2023,12,MIA
USW00023062_DEN,2020-01-01,6.388888888888889,13.38888888888889,2.055555555555557,22.098,6.4,2020,1,DEN
USW00023062_DEN,2020-02-01,12.222222222222221,19.388888888888893,4.8888888888888875,57.40399999999999,6.6,2020,2,DEN
USW00023062_DEN,2020-03-01,26.166666666666664,34.5,20.72222222222222,33.782,9.1,2020,3,DEN
USW00023062_DEN,2020-04-01,16.555555555555557,23.333333333333332,9.277777777777779,57.40399999999999,8.3,2020,4,DEN
USW00023062_DEN,2020-05-01,24.833333333333332,31.72222222222222,19.66666666666667,83.82,2.2,2020,5,DEN
USW00023062_DEN,2020-06-01,12.944444444444443,19.333333333333332,5.1111111111111125,32.766,6.2,2020,6,DEN
USW00023062_DEN,2020-07-01,8.555555555555555,13.61111111111111,2.7222222222222214,42.672,11.4,2020,7,DEN
USW00023062_DEN,2020-08-01,0.6666666666666683,8.444444444444446,-2.9444444444444446,10.921999999999999,6.4,2020,8,DEN
USW00023062_DEN,2020-09-01,6.166666666666668,9.777777777777779,0.8333333333333334,59.181999999999995,5.4,2020,9,DEN
USW00023062_DEN,2020-10-01,-1.4999999999999996,4.666666666666666,-7.333333333333333,53.08599999999999,8.4,2020,10,DEN
USW00023062_DEN,2020-11-01,5.333333333333334,8.777777777777777,2.5,61.467999999999996,4.6,2020,11,DEN
USW00023062_DEN,2020-12-01,4.61111111111111,10.0,0.38888888888889045,7.619999999999999,7.6,2020,12,DEN
USW00023062_DEN,2021-01-01,11.222222222222223,17.88888888888889,3.611111111111111,76.708,6.7,2021,1,DEN
USW00023062_DEN,2021-02-01,19.499999999999996,26.27777777777778,15.944444444444445,77.46999999999998,6.6,2021,2,DEN
USW00023062_DEN,2021-03-01,16.0,20.444444444444443,13.11111111111111,93.472,9.2,2021,3,DEN
USW00023062_DEN,2021-04-01,21.77777777777778,25.666666666666668,17.166666666666668,51.053999999999995,8.1,2021,4,DEN
USW00023062_DEN,2021-05-01,19.944444444444446,24.111111111111114,16.944444444444443,74.16799999999999,9.7,2021,5,DEN
USW00023062_DEN,2021-06-01,16.666666666666668,20.611111111111107,12.444444444444445,100.076,5.3,2021,6,DEN
USW00023062_DEN,2021-07-01,5.499999999999999,8.333333333333334,1.0555555555555547,114.55399999999999,4.5,2021,7,DEN
USW00023062_DEN,2021-08-01,3.2222222222222205,6.166666666666668,0.11111111111111269,51.053999999999995,7.4,2021,8,DEN
USW00023062_DEN,2021-09-01,-0.6111111111111119,5.611111111111112,-3.8333333333333326,91.44,8.4,2021,9,DEN
USW00023062_DEN,2021-10-01,0.2777777777777778,4.055555555555554,-3.166666666666666,84.074,7.1,2021,10,DEN
USW00023062_DEN,2021-11-01,0.777777777777777,8.277777777777779,-3.888888888888889,19.049999999999997,6.2,2021,11,DEN
USW00023062_DEN,2021-12-01,5.166666666666665,9.277777777777779,-0.11111111111111072,25.907999999999998,5.0,2021,12,DEN
USW00023062_DEN,2022-01-01,11.833333333333332,19.66666666666667,8.722222222222223,47.498,7.4,2022,1,DEN
USW00023062_DEN,2022-02-01,15.944444444444445,22.055555555555557,9.5,87.37599999999999,1.5,2022,2,DEN
USW00023062_DEN,2022-03-01,14.38888888888889,22.22222222222222,7.722222222222222,47.751999999999995,8.2,2022,3,DEN
USW00023062_DEN,2022-04-01,15.222222222222221,21.888888888888893,9.666666666666666,63.75399999999999,5.3,2022,4,DEN
USW00023062_DEN,2022-05-01,23.77777777777778,29.38888888888889,16.166666666666668,75.184,7.1,2022,5,DEN
USW00023062_DEN,2022-06-01,10.88888888888889,18.444444444444443,4.722222222222222,49.784,11.1,2022,6,DEN
USW00023062_DEN,2022-07-01,6.944444444444445,10.666666666666668,0.6111111111111119,12.953999999999999,9.3,2022,7,DEN
USW00023062_DEN,2022-08-01,4.555555555555557,11.333333333333334,-1.3333333333333326,58.166,8.0,2022,8,DEN
USW00023062_DEN,2022-09-01,-1.2222222222222219,6.277777777777776,-5.388888888888889,14.731999999999998,7.3,2022,9,DEN
USW00023062_DEN,2022-10-01,0.5555555555555556,8.499999999999998,-5.222222222222221,15.239999999999998,12.6,2022,10,DEN
USW00023062_DEN,2022-11-01,2.2222222222222223,7.444444444444445,-5.944444444444445,50.546,3.9,2022,11,DEN
USW00023062_DEN,2022-12-01,3.8333333333333326,8.499999999999998,0.5555555555555556,56.641999999999996,3.5,2022,12,DEN
USW00023062_DEN,2023-01-01,12.5,16.944444444444443,4.666666666666666,33.019999999999996,4.8,2023,1,DEN
USW00023062_DEN,2023-02-01,13.444444444444446,16.444444444444443,6.833333333333332,49.529999999999994,6.9,2023,2,DEN
USW00023062_DEN,2023-03-01,18.5,22.555555555555554,13.055555555555555,64.26199999999999,9.4,2023,3,DEN
USW00023062_DEN,2023-04-01,19.833333333333332,24.333333333333332,15.444444444444445,42.163999999999994,3.1,2023,4,DEN
USW00023062_DEN,2023-05-01,15.88888888888889,23.5,12.722222222222221,55.117999999999995,7.1,2023,5,DEN
USW00023062_DEN,2023-06-01,22.555555555555554,30.833333333333332,17.444444444444443,24.13,1.2,2023,6,DEN
USW00023062_DEN,2023-07-01,10.166666666666664,15.944444444444445,4.055555555555554,34.29,6.8,2023,7,DEN
USW00023062_DEN,2023-08-01,0.8333333333333334,6.500000000000002,-2.166666666666666,96.52,10.7,2023,8,DEN
USW00023062_DEN,2023-09-01,1.8333333333333317,9.722222222222221,-1.7777777777777775,3.0479999999999996,8.2,2023,9,DEN
USW00023062_DEN,2023-10-01,-3.2222222222222228,3.944444444444445,-10.333333333333334,44.449999999999996,7.7,2023,10,DEN
USW00023062_DEN,2023-11-01,2.944444444444443,6.111111111111111,-0.3888888888888885,21.336,6.1,2023,11,DEN
USW00023062_DEN,2023-12-01,3.555555555555555,7.055555555555557,-0.33333333333333415,0.0,5.2,2023,12,DEN
